date,basket_id,user_id,item_id
1,26984851472,2375,1004906
1,26984851472,2375,1033142
1,26984851472,2375,1036325
1,26984851472,2375,1082185
1,26984851472,2375,8160430
1,26984851516,2375,826249
1,26984851516,2375,1043142
1,26984851516,2375,1085983
1,26984851516,2375,1102651
1,26984851516,2375,6423775
1,26984851516,2375,9487839
1,26984896261,1364,842930
1,26984896261,1364,897044
1,26984896261,1364,920955
1,26984896261,1364,937406
1,26984896261,1364,981760
1,26984905972,1130,833715
1,26984905972,1130,866950
1,26984905972,1130,1022843
1,26984905972,1130,1048462
1,26984905972,1130,1071333
1,26984945254,1173,824399
1,26984945254,1173,923972
1,26984945254,1173,1131351
1,26984951769,98,878302
1,26984951769,98,965138
1,26984951769,98,985911
1,26984951769,98,1082185
1,26984951769,98,1087347
1,26985025264,1172,877180
1,26985025264,1172,878664
1,26985025264,1172,930917
1,26985025264,1172,940796
1,26985025264,1172,981760
1,26985025264,1172,999971
1,26985025264,1172,1000493
1,26985025264,1172,1045220
1,26985025264,1172,1068719
1,26985025264,1172,1073324
1,26985025264,1172,1075214
1,26985025264,1172,1106523
1,26985025264,1172,1107553
1,26985025264,1172,5569230
1,26985025264,1172,5581335
1,26985025264,1172,7167970
1,26985025264,1172,8357687
1,26985040735,1060,820162
1,26985040735,1060,827656
1,26985040735,1060,829617
1,26985040735,1060,833014
1,26985040735,1060,833598
1,26985040735,1060,846550
1,26985040735,1060,854852
1,26985040735,1060,865528
1,26985040735,1060,868542
1,26985040735,1060,870929
1,26985040735,1060,873178
1,26985040735,1060,893729
1,26985040735,1060,897306
1,26985040735,1060,899682
1,26985040735,1060,904360
1,26985040735,1060,918086
1,26985040735,1060,924804
1,26985040735,1060,929730
1,26985040735,1060,940922
1,26985040735,1060,942708
1,26985040735,1060,945821
1,26985040735,1060,951590
1,26985040735,1060,964773
1,26985040735,1060,985427
1,26985040735,1060,992246
1,26985040735,1060,1011602
1,26985040735,1060,1019389
1,26985040735,1060,1021416
1,26985040735,1060,1028953
1,26985040735,1060,1039566
1,26985040735,1060,1043301
1,26985040735,1060,1050229
1,26985040735,1060,1078858
1,26985040735,1060,1081189
1,26985040735,1060,1082185
1,26985040735,1060,1092692
1,26985040735,1060,1096743
1,26985040735,1060,1101173
1,26985040735,1060,1110218
1,26985040735,1060,1110764
1,26985040735,1060,1122532
1,26985040735,1060,1126808
1,26985040735,1060,1128333
1,26985040735,1060,1131488
1,26985040735,1060,5566716
1,26985040735,1060,5569230
1,26985040735,1060,8090521
1,26985040735,1060,9270757
1,26985040735,1060,9487521
1,26985040735,1060,9553288
1,26985052379,1351,903230
1,26985165432,744,5978648
1,26985205886,212,822346
1,26985205886,212,830887
1,26985205886,212,866211
1,26985205886,212,866518
1,26985205886,212,869577
1,26985205886,212,890999
1,26985205886,212,897125
1,26985205886,212,898068
1,26985205886,212,904360
1,26985205886,212,916758
1,26985205886,212,937570
1,26985205886,212,945256
1,26985205886,212,985911
1,26985205886,212,1008172
1,26985205886,212,1036325
1,26985205886,212,1041796
1,26985205886,212,1082185
1,26985205886,212,1096817
1,26985205886,212,1098066
1,26985205886,212,5995158
1,26985205886,212,6442742
1,26985205886,212,6534078
1,26985205886,212,8090560
1,26985205886,212,8177622
1,26985246477,2052,850834
1,26985246477,2052,893811
1,26985246477,2052,1026209
1,26985246477,2052,1134472
1,26985246477,2052,6391267
1,26985246477,2052,9419268
1,26985336468,1287,5978648
1,26985360571,718,830503
1,26985360571,718,839605
1,26985360571,718,840664
1,26985360571,718,844685
1,26985360571,718,848015
1,26985360571,718,855325
1,26985360571,718,855468
1,26985360571,718,856515
1,26985360571,718,860776
1,26985360571,718,862538
1,26985360571,718,870826
1,26985360571,718,874317
1,26985360571,718,874736
1,26985360571,718,880579
1,26985360571,718,880895
1,26985360571,718,885858
1,26985360571,718,900598
1,26985360571,718,912553
1,26985360571,718,913785
1,26985360571,718,920308
1,26985360571,718,922340
1,26985360571,718,926884
1,26985360571,718,934676
1,26985360571,718,938547
1,26985360571,718,947849
1,26985360571,718,948756
1,26985360571,718,950439
1,26985360571,718,952981
1,26985360571,718,955043
1,26985360571,718,962609
1,26985360571,718,964968
1,26985360571,718,965292
1,26985360571,718,976199
1,26985360571,718,976463
1,26985360571,718,976621
1,26985360571,718,979585
1,26985360571,718,981760
1,26985360571,718,988520
1,26985360571,718,991948
1,26985360571,718,995188
1,26985360571,718,995785
1,26985360571,718,998666
1,26985360571,718,998879
1,26985360571,718,1003188
1,26985360571,718,1011884
1,26985360571,718,1015048
1,26985360571,718,1015060
1,26985360571,718,1020604
1,26985360571,718,1027960
1,26985360571,718,1029504
1,26985360571,718,1030040
1,26985360571,718,1030819
1,26985360571,718,1031884
1,26985360571,718,1035880
1,26985360571,718,1036325
1,26985360571,718,1054644
1,26985360571,718,1062966
1,26985360571,718,1063594
1,26985360571,718,1069788
1,26985360571,718,1071939
1,26985360571,718,1076571
1,26985360571,718,1078652
1,26985360571,718,1079223
1,26985360571,718,1088835
1,26985360571,718,1098694
1,26985360571,718,1103808
1,26985360571,718,1110793
1,26985360571,718,1114050
1,26985360571,718,1130666
1,26985360571,718,1130716
1,26985360571,718,1136199
1,26985360571,718,5567633
1,26985360571,718,5591784
1,26985360571,718,6551990
1,26985360571,718,6554400
1,26985360571,718,7409895
1,26985360571,718,7409951
1,26985360571,718,7410215
1,26985360571,718,7410290
1,26985360571,718,7441844
1,26985360571,718,9297177
1,26985360571,718,9368449
1,26985360571,718,9487500
1,26985360571,718,9553031
1,26985360571,718,9573826
1,26992197681,2483,3843566
2,26996776017,1617,981760
2,26996786121,240,826249
2,26996786121,240,1073902
2,26996847215,1843,1086727
2,26996847215,1843,7410217
2,26996870743,2305,823862
2,26996870743,2305,859610
2,26996870743,2305,873203
2,26996870743,2305,878996
2,26996870743,2305,883817
2,26996870743,2305,937210
2,26996870743,2305,952981
2,26996870743,2305,958549
2,26996870743,2305,1006184
2,26996870743,2305,1024306
2,26996870743,2305,1026118
2,26996870743,2305,1028782
2,26996870743,2305,1028891
2,26996870743,2305,1029743
2,26996870743,2305,1029915
2,26996870743,2305,1035511
2,26996870743,2305,1043128
2,26996870743,2305,1044068
2,26996870743,2305,1046465
2,26996870743,2305,1051516
2,26996870743,2305,1056509
2,26996870743,2305,1077359
2,26996870743,2305,1077410
